id,first_name,last_name,phone,preferred_job,availability,location,experience_years,last_contact,text_opt_in,application_status
9c0aae83-53b8-49b3-98dc-6aef9f938a95,Renee,Ayala,7095774228,Restaurant,Flexible,New Catherinemouth,3,2025-01-14,False,Interview
ebfd8a8d-7665-4cbd-a31e-351ff845beec,Terri,Andrews,489.457.1415,Healthcare,Evening,North Tylerstad,1,2025-01-14,True,Hired
995fae66-ed7f-4efe-a629-1fc53e63c062,David,Vasquez,+1-755-402-6795x63742,Warehouse,Morning,Ramirezmouth,3,2025-01-28,False,New
a18aa7ad-30a6-445e-a153-644391d9fa83,Stephen,Larsen,(242)430-5328x37956,Restaurant,Evening,North Christinafurt,5,2025-01-11,True,Contacted
efdd4d69-31aa-4a65-8e8e-4bbd1c47f9af,Brian,Martinez,001-853-629-7116,Hospitality,Flexible,North Jon,4,2025-01-15,True,Contacted
27f1ce18-d8e7-4309-918e-ad0cf5f28987,Amanda,Harrison,248-710-0571x0002,Restaurant,Night,Lake Kimburgh,2,2024-12-31,True,New
96424a79-e3af-47ac-9a66-4aa7542e6ceb,Rebecca,Sullivan,(284)956-7859,Restaurant,Evening,Christopherside,0,2025-01-09,True,Contacted
9c70f8e9-5bfa-438a-ac89-7c94e3dc7088,Brandon,Ramirez,+1-957-815-5228,Healthcare,Flexible,Josephhaven,2,2025-01-14,True,Contacted
f349bbe9-a929-4c7f-96cb-fcc90ffc43f0,Dennis,Harrington,+1-409-548-2284x38929,Hospitality,Night,Kramermouth,3,2025-01-19,True,New
5848074e-b606-480a-9180-2d4231d497e3,Jessica,Mcintyre,(744)907-1521x779,Healthcare,Flexible,Port Dianamouth,2,2025-01-08,True,New
b6d8d71d-51de-45a2-ae59-0faa861c4a1f,Jake,Brown,(225)996-4279x21479,Warehouse,Night,New Loriview,0,2025-01-15,True,Hired
3712a6c3-b0d2-45ca-847b-85e056ad1a8a,Jennifer,Osborn,763.514.4683x7319,Warehouse,Night,South Charlene,0,2025-01-04,True,Interview
1ca4ef56-dd22-4c70-aa3c-c3a5bb211d00,Stephanie,Phillips,986.850.1561x7471,Restaurant,Night,Williamston,1,2025-01-14,True,Hired
81235776-c577-4dc0-b27d-9394e28096c8,Benjamin,Davis,(545)384-4573,Restaurant,Night,Jenkinschester,4,2025-01-15,False,Contacted
fe4f33f7-642a-4bea-9fe3-874676a5538e,Victor,Taylor,(737)370-9593x002,Warehouse,Weekends,West Willieton,0,2025-01-02,False,Interview
b8db690d-5f9c-4bd9-b2b2-30b92acb87c8,Mackenzie,Miller,957.755.8957x845,Restaurant,Morning,Grossview,2,2025-01-28,True,Interview
e129f9d2-d45a-4247-b598-b2dc86893c88,Aaron,Bailey,925-691-6146,Restaurant,Night,Tinabury,1,2025-01-16,True,Hired
209b0faa-679f-410b-a290-90552a9b7be6,Michael,Gray,2595978711,Retail,Weekends,Gibsonstad,0,2025-01-03,False,Hired
7aa866be-cd61-45fc-95db-7a18c2aabd73,Garrett,Perez,001-507-742-7796x684,Healthcare,Morning,West Tammy,2,2025-01-20,True,Hired
3834ff11-695e-4f42-8117-6c66005094f2,Brad,Ellis,8183466099,Restaurant,Morning,North Johnchester,2,2025-01-09,False,Interview
b812df75-6fa0-4953-9146-3b6427370e58,Caleb,Howard,+1-343-891-7789x9880,Retail,Morning,East Jonathonside,2,2025-01-02,False,Interview
bc208143-3168-4bba-9cd5-bf9072534a37,Raymond,Chang,685-709-8515x19879,Healthcare,Morning,Gordonview,3,2025-01-26,False,Contacted
79fb0173-e42f-42d5-8f26-0675b1c60224,Jessica,Brown,756.965.1917x449,Restaurant,Morning,Markchester,1,2025-01-27,True,Hired
70307da6-1754-4509-80c6-dea607f3f502,Lisa,Mills,3667797578,Restaurant,Night,East Taraberg,4,2025-01-20,True,New
c66f7ccb-7e77-48bf-b0cf-c9f1008b3534,Kevin,Mckinney,001-889-765-0255x90179,Retail,Night,West Lisatown,2,2025-01-28,True,Contacted
b9b55ee6-3f4f-424c-b3ad-66f67b62efbb,Deanna,Lee,(630)588-3959x16217,Restaurant,Weekends,Lake William,0,2025-01-16,False,Interview
8b2c960e-529d-49e1-871d-fc01ad2b7241,Diana,Maynard,403.967.3000x160,Restaurant,Weekends,West Stefanie,2,2025-01-18,True,New
839bb8db-f2fc-4d33-8e35-b61f5e7354f6,Timothy,Smith,699-553-5712,Healthcare,Morning,Weaverchester,3,2025-01-14,False,New
3d1b003c-3a87-4b2d-ac73-dbec90db8b97,Brian,Cox,389.371.1698x936,Hospitality,Evening,North Lisabury,4,2025-01-04,False,New
6a20a913-8734-4b69-a38f-6a330d3367a6,Sarah,Griffith,821.824.9714,Retail,Weekends,South Megan,2,2025-01-07,True,New
a46fae97-11fc-4cfd-b1bd-b7df683d5145,Hannah,Chapman,+1-215-889-4132,Retail,Evening,Jonesmouth,2,2025-01-12,True,New
b7029661-1be8-4289-ac39-3d4d8aa2b688,Timothy,Miller,(212)298-4599,Healthcare,Weekends,West Ricky,0,2025-01-26,False,Interview
6b9c6f1c-8ff3-480c-b24c-a1bc289a940a,Timothy,Estrada,+1-333-484-3346x7772,Healthcare,Weekends,North Alisonchester,2,2025-01-26,True,Hired
5567c08a-8a0b-43d1-9fed-87eec94fa168,Gerald,Long,(558)415-7047x308,Hospitality,Morning,Port Richard,2,2025-01-04,True,Hired
f84bfefd-420a-4f40-9f40-cef81e4c7c56,Daniel,Davis,+1-417-422-4601x3967,Restaurant,Evening,Whiteshire,2,2025-01-13,False,Hired
18f5bb5d-aed3-4ecf-8697-346888072215,Natalie,Simpson,(339)931-6145x90184,Warehouse,Weekends,North Tonyaport,2,2025-01-19,False,Interview
3a1acacb-787b-488f-a642-802bdb90ea21,Carmen,Thompson,+1-533-770-8943x5127,Restaurant,Evening,Castilloland,1,2025-01-18,True,Hired
fad0aeef-1e41-44ed-b244-9292548d7e40,Joshua,Lewis,+1-586-789-6603,Restaurant,Evening,Port Matthewberg,1,2025-01-28,True,Hired
1049de37-1c58-42dd-b04b-210abfea95ab,Thomas,Cooley,+1-715-746-2775x645,Warehouse,Weekends,Woodbury,5,2025-01-26,True,Hired
36f85e8d-a957-4b87-bb9f-109362d9e0f6,Daniel,Mendoza,844.895.7240,Restaurant,Evening,Smithberg,3,2025-01-07,False,Contacted
24016303-5008-4667-b612-27b6bdee901c,Joanne,Knight,474.586.5279x5616,Healthcare,Evening,South Mark,3,2025-01-25,True,New
2e80dde1-338b-4d98-b881-682a19e96a3e,James,Camacho,6146961442,Hospitality,Morning,Donaldchester,2,2025-01-14,False,Interview
b56b2792-e2fc-49ab-9d94-8bbdf757dac5,William,Dickerson,365-475-6146,Healthcare,Morning,Scottborough,2,2025-01-01,False,New
2ed671a0-8714-4b0f-8abd-d59a71f4ed71,Wendy,Phillips,+1-534-396-3253x3661,Healthcare,Flexible,Cookemouth,0,2025-01-03,False,Contacted
da8b7881-1d64-4423-ae45-3a7f021f31db,Mikayla,Freeman,001-916-416-4182,Warehouse,Weekends,New Annettestad,4,2025-01-01,True,Contacted
fffa0626-a6db-4093-bff9-7b1959cd5510,Micheal,Garner,6525952629,Warehouse,Weekends,Smithview,0,2025-01-27,False,Hired
8e8fb218-930e-4ffb-8046-1b43971ff259,Anthony,Mendez,(827)353-5520x9151,Restaurant,Morning,South Wanda,1,2025-01-07,True,New
ca06d4c8-466b-4a23-ae6a-479a89a5840e,Rebecca,Duncan,+1-410-796-7062x8633,Warehouse,Weekends,Port Jonathanfort,3,2025-01-29,True,Contacted
4688435d-a6e2-4446-9710-c0fcce8caf8f,Bryan,Simmons,+1-948-403-5418,Warehouse,Morning,East Jamesmouth,2,2025-01-02,True,Interview
bfca1df5-88ef-4c24-9b54-ad9c11b2104a,Dustin,Graham,741-950-0422x6301,Healthcare,Evening,Lambertfort,3,2025-01-05,True,Interview
c8757b71-6c1c-4db6-906e-f3faed17fe56,Tyrone,Leon,508-703-8663x181,Warehouse,Morning,Chenbury,5,2025-01-28,False,Interview
36c3412b-d6e9-4a55-8cf7-44e0fb691320,Michael,Nolan,001-856-886-3293x7227,Hospitality,Night,Jeanhaven,3,2025-01-02,True,Contacted
2c7b226a-a4b2-4248-a599-29da99dca076,Rachel,Erickson,568.297.0738,Hospitality,Evening,Devonmouth,4,2025-01-26,True,New
b367af56-6945-4afc-8f80-6b1b6bb724f1,Jose,Stewart,+1-788-996-9209,Warehouse,Weekends,Lake Laura,3,2025-01-09,True,Hired
10fb356b-a1aa-4c70-a533-7d0e36553673,Kenneth,Brennan,(323)864-3541x099,Restaurant,Evening,Thompsonfort,0,2025-01-15,True,Hired
e4f8cef4-453b-4ee0-88c5-ec95051f47dd,Cynthia,Cook,001-363-494-5416x369,Warehouse,Night,North Jillborough,1,2025-01-14,False,New
1cbba82f-204c-4d23-b8ac-bcc44e55e595,Zoe,Suarez,308-709-3500x515,Retail,Flexible,Floresstad,0,2025-01-03,True,Interview
f254af0b-7af6-4abc-a8bf-8aabf9128ce5,Laura,Smith,324-445-7579x3603,Hospitality,Weekends,Lake Joshuaborough,0,2025-01-08,False,Contacted
2ea027fe-31c3-4cfd-b046-c6132d045713,Kyle,Rodriguez,001-310-222-2174x6979,Healthcare,Morning,East Edward,0,2025-01-22,True,Contacted
ed507572-f683-4b0f-b214-b865f12307d3,Brandy,Taylor,001-242-809-7046x95670,Warehouse,Night,East Scottmouth,0,2025-01-06,False,New
b960a25b-1094-41c7-9601-4e7577e16596,Brett,Wright,500-207-6518x4712,Restaurant,Night,Steinchester,2,2025-01-19,True,Contacted
fc602fb9-1ae4-46b2-9b94-5007b1b2b536,Lisa,Lamb,249.614.3852x45585,Healthcare,Evening,Reidview,3,2025-01-15,True,New
3c01f124-bf64-447f-a0dc-fd6377b91afd,Alan,Thomas,+1-628-381-4004x05373,Retail,Flexible,South Kyle,4,2025-01-07,True,New
d2bb8897-e424-4839-a3f6-b185421f41c3,Martin,Flores,351.333.4910,Restaurant,Weekends,Maryton,5,2025-01-04,True,New
1c0365f9-ccd7-41fc-8859-14e39b31762b,Kathryn,Harmon,637-376-8518,Warehouse,Evening,West Tinaborough,5,2025-01-19,False,Contacted
18214fcf-6972-4f06-86a1-cdff95469f08,Matthew,Curtis,001-277-749-8266x37100,Warehouse,Morning,North Jonathan,4,2025-01-03,False,Hired
c431e826-3c8d-487c-a193-754fb941e0ad,John,Williams,+1-538-619-8622x82149,Restaurant,Night,Lake Johnmouth,3,2025-01-19,True,New
1749c441-7cc8-43d2-9c05-f0f11244aee0,Kevin,Caldwell,001-633-736-7958x272,Hospitality,Morning,Butlerfort,0,2025-01-21,False,Contacted
5def9885-4e28-4c57-bedd-ba0fc1abc759,Craig,Wilson,431-354-7018,Hospitality,Weekends,Michelleport,3,2025-01-25,False,Hired
55f9eed4-8855-4e97-8737-6b4992a11b30,Eric,Shelton,001-220-584-2230,Warehouse,Morning,Cynthiastad,0,2025-01-20,False,New
bb3a4e67-0386-4403-b494-f8557069728e,Ryan,Brown,(845)669-5060,Retail,Morning,Staffordtown,5,2025-01-26,False,New
dfa424c7-5863-4044-91bd-f097438551e3,Sarah,Snow,+1-660-473-7215x7868,Restaurant,Flexible,Clarkfort,3,2025-01-03,False,Interview
0a07c724-3264-415a-a4e9-8210184111ef,Monique,Ward,+1-869-947-5949x966,Hospitality,Night,Port Brendatown,1,2025-01-22,True,Hired
5045dc1b-f96c-42bf-8a1e-3988b38c05e2,Kevin,Williams,001-349-526-5591x05781,Healthcare,Morning,Lisaview,2,2025-01-27,True,Interview
41150397-996d-4efa-a76b-f8e7e1479c6a,Travis,Decker,847.679.3566,Healthcare,Flexible,East Kristinaton,3,2025-01-26,True,Hired
f55a7c2a-a50b-4839-b912-6a0e5c3f2e21,Judy,Stone,(692)485-3351,Healthcare,Night,Port Toni,4,2025-01-27,True,New
1b4cf3fe-2f94-4a4a-a3b9-056fc81d6e0e,Samantha,Jordan,550.742.6452,Hospitality,Night,North Danielleburgh,5,2025-01-13,True,Contacted
78c5421a-bca1-4468-bb6c-92a9a8442f66,Grace,Cochran,529-242-4097x0156,Retail,Evening,Lake Christopherton,3,2025-01-09,False,Hired
79054b3e-2067-421e-99b0-063f833e714b,Linda,Fisher,536-991-1303x41771,Healthcare,Flexible,South Shawn,3,2025-01-26,False,New
f85c11e5-c1cf-476c-a8f5-e39072e654d0,Christopher,King,988-599-8126x19982,Retail,Evening,Simpsonmouth,5,2025-01-12,True,New
7ea997c6-e2aa-4417-b143-2fe4eeb709e6,Angelica,Rojas,(257)223-6446x71979,Hospitality,Weekends,Richardsonstad,1,2025-01-15,True,New
2280d850-6eeb-4f1c-b28c-823ddb32675c,Susan,Hale,354.407.9615x712,Retail,Evening,South Sonyaburgh,2,2025-01-14,True,New
e36e7c3b-53b8-4df4-a4f2-e4039edeb426,Kimberly,Olson,897-517-1506x6080,Hospitality,Evening,Melissaton,1,2025-01-10,False,Contacted
6305b090-84d4-4605-b95e-a5aa3050046a,Sabrina,Burgess,(588)692-5438x43499,Restaurant,Flexible,East Amandaborough,2,2025-01-24,True,Interview
2a197e42-2fb8-4793-9a5c-95d5f79f376a,Jaime,Jensen,001-584-365-7445x26784,Retail,Morning,Ryanmouth,1,2025-01-17,True,New
cf5c996b-e2f0-4536-a6a1-27a2e4491df3,Devon,Santiago,001-445-327-1503x5616,Healthcare,Flexible,East Daniel,0,2025-01-11,True,New
e6536144-4223-4d5b-b9e2-a5eb44dedb78,Walter,Silva,956-287-4309x347,Restaurant,Night,South Jason,3,2025-01-24,False,New
c0197209-3632-414d-85f2-cfc13972ccb1,Helen,Conrad,249.265.3954,Warehouse,Morning,Owensberg,2,2025-01-04,True,Hired
dfbfa048-d73c-450c-96b5-5658f4c9a241,Michelle,Sutton,(636)334-5274x415,Healthcare,Flexible,South Sandrabury,1,2025-01-05,True,Hired
c94e3f19-6774-4a42-a231-bcc8602b052a,Justin,Gonzales,944-611-6005,Restaurant,Night,Garrettview,0,2025-01-11,False,Hired
2c86b911-a140-47b8-b4c3-6887c0c1ed1b,William,Harris,+1-885-626-0094x83861,Restaurant,Weekends,Lake Travisshire,1,2025-01-27,False,New
77ee4819-835f-4b43-a076-337f891cabff,Rick,Kennedy,+1-229-345-5875x2464,Hospitality,Morning,West Jenniferbury,0,2025-01-02,True,Interview
80429feb-4cf2-4707-a646-b97a84560755,Ashley,Taylor,583.994.8668x0317,Retail,Morning,Rodriguezhaven,4,2025-01-01,True,Hired
7f86b650-8b33-4c7b-bd6f-6377dab7e80b,Anthony,Smith,+1-202-599-4256x3782,Hospitality,Night,Johnsonmouth,2,2025-01-12,True,Interview
4a28921f-a10d-4497-8a24-0216afe55589,Nicole,Bailey,904-802-7005,Restaurant,Weekends,Barneschester,1,2025-01-09,False,Hired
bcae9b8a-4007-40e9-87b0-5e324a6a771b,Michael,Hodges,+1-851-356-0427x330,Retail,Morning,Brianshire,5,2025-01-03,False,New
005814b2-7110-4601-bf08-41b875b6c2f6,Katherine,Brooks,+1-885-510-1182x7607,Retail,Weekends,Aaronfurt,2,2025-01-13,True,Interview
7fb89ccb-ab5b-4db3-9e94-58e180eb599f,John,Taylor,808.754.8411x231,Restaurant,Weekends,Michaelberg,2,2025-01-04,False,Hired
a9a09f2c-c0e1-461b-83d2-83b25f9cf763,Michael,Franco,736.428.7549,Healthcare,Morning,New Frankville,4,2025-01-12,False,Interview
0e8de54d-699a-434d-bdd4-caa128caf1d4,Megan,Cunningham,9994277267,Warehouse,Flexible,New Andrewbury,5,2025-01-02,True,Interview
ae9b9844-0a2b-47ff-a7d5-25f0d574c850,Melissa,Joseph,001-217-279-5980x95957,Warehouse,Morning,Waynechester,0,2025-01-04,True,Hired
404fc3e7-7469-45ca-aed5-99dd3a1f6062,Eric,Collins,343.955.3146x37748,Healthcare,Weekends,West Bryantown,2,2025-01-16,True,New
f9d31ff6-8847-464e-bde7-891020a6c1b1,Jessica,Turner,001-991-592-4075x7995,Healthcare,Weekends,Youngshire,2,2025-01-12,True,Interview
22be7a31-4381-4203-b0dd-19b1d3d9c19d,Karina,Middleton,+1-987-379-9345x58385,Hospitality,Weekends,Bruceshire,2,2025-01-17,True,Interview
4d88fd30-65a1-4119-a82a-d16571de18d3,Catherine,Wilson,845-590-2953,Retail,Flexible,Amandachester,0,2025-01-03,False,Contacted
4cccaae2-1cff-4e4c-b442-c165d49ea35e,Karen,Jackson,526.768.6589x037,Healthcare,Weekends,Amyburgh,5,2025-01-25,True,Contacted
9d95779e-857b-45ae-8653-3559761c0392,Jacqueline,Gordon,+1-647-810-0114,Warehouse,Morning,North Shannontown,2,2025-01-03,True,Interview
55bc31ae-36e2-4bcb-b99b-e32569229e5a,Rose,Moore,(453)810-4783x054,Hospitality,Night,Lake Calebtown,5,2025-01-07,False,New
c6c7bfb3-2b11-4d91-85a0-fc77f602ce20,Christopher,Wilson,(999)871-1245x13757,Warehouse,Morning,Nicolebury,2,2025-01-05,True,Contacted
30591829-063c-4896-b01d-d0dee3b5b4f7,Sharon,Davis,(668)593-2668,Hospitality,Weekends,Gregoryville,0,2025-01-03,False,Interview
56dbd372-e1fd-4946-b3e0-e4e822e37a80,Cody,Kelly,(591)306-1179x348,Warehouse,Weekends,New Angelica,1,2025-01-11,True,New
29a8709b-7bfe-410a-8920-63aa6a45197e,Kayla,Johnson,796.457.2679x26337,Restaurant,Morning,Weberfurt,1,2025-01-05,False,Contacted
ac967360-6c08-46f5-8bb4-88f94b4b8eb4,Patricia,Hartman,(355)214-7435x778,Hospitality,Flexible,East William,1,2025-01-16,False,Hired
546dce4b-c145-463d-9e10-7dd6f9045331,Rachael,Young,932-748-7359,Healthcare,Flexible,West Melanie,5,2025-01-06,False,New
6ea917d1-8d09-46ab-94df-57f0ecc18707,Miguel,Collier,+1-325-827-5314x799,Retail,Weekends,North Mark,4,2025-01-28,False,Hired
d01811d7-b4ed-4cce-b1d8-dbc1402b248d,Suzanne,Roach,(959)730-0276x04255,Restaurant,Morning,Rachelberg,4,2025-01-22,False,Interview
af43174a-bdf3-4b74-94af-58e8a0fa3935,Meredith,Miller,(820)527-2335,Hospitality,Night,South Jasmine,3,2025-01-19,True,Hired
1cfd5885-e224-4229-8291-4c0d8ba1e572,Daniel,Gomez,354.359.8428x19803,Restaurant,Night,South Susanbury,1,2025-01-20,False,New
986a6aea-20ef-42f5-be7c-d489434013c8,David,Hansen,001-393-935-3182x22147,Hospitality,Weekends,New Nicole,1,2025-01-29,True,Interview
874e9d20-3bd1-417d-8236-b4f453efe4e5,Marcus,Wells,(856)973-2958x093,Healthcare,Night,Floreston,1,2025-01-14,True,Hired
6f802503-3b5e-4ac9-aa3f-a6d03c29902f,Nancy,Smith,571-442-7690x175,Restaurant,Night,Turnerton,1,2025-01-28,False,Hired
c447eba8-214b-4755-8ab3-4382ced6bc45,Yesenia,Castro,001-770-980-8127x05834,Warehouse,Morning,Lake Taylorton,4,2025-01-19,True,Interview
46df65cd-73d8-4a2f-805f-f2311ef7b37b,Catherine,Patterson,5579555234,Healthcare,Weekends,Port Glennborough,3,2025-01-05,False,Hired
0f5bc963-297f-4c8f-ac45-ac877cb610a0,Lisa,Mays,229.249.1593x0003,Hospitality,Night,West Victoria,0,2024-12-31,False,Contacted
cbf16781-257a-46a8-a0c2-e06d4147a308,Kevin,Callahan,278.334.1724x93049,Hospitality,Night,Brianafort,4,2025-01-08,True,Interview
fbd051ea-a3b0-4afb-88df-8f260c2f263a,Lori,Russell,001-999-311-7087,Warehouse,Morning,Lake Andrewtown,1,2025-01-28,False,Hired
30634880-aa4e-439d-8e14-11394047bf9c,Gabriella,Sanders,(502)413-9418x319,Hospitality,Weekends,Meganmouth,0,2025-01-05,False,Interview
28fa9577-b6ef-4d47-b4f3-5e21333b2608,David,Mckinney,001-345-817-8346x636,Warehouse,Evening,West Dave,2,2025-01-27,True,Contacted
b2d6237f-a9e6-40c6-9ff4-c11620a509e8,Daniel,Mayer,001-521-954-4200x74907,Restaurant,Evening,Sanchezview,3,2025-01-22,False,Interview
7225b2fa-078b-4eaf-8ee8-edf07eb8fd21,Cheryl,Brennan,366-259-0746x28049,Hospitality,Night,Welchstad,3,2025-01-19,True,Interview
5ac95278-13a2-425d-83a0-6698581f67b8,John,Wong,272-420-1711x0500,Warehouse,Morning,Racheltown,3,2025-01-23,False,Contacted
082806bc-db41-4839-8d90-e4fca2550c1c,Maria,Carey,791-357-7712,Retail,Morning,Port Jesus,3,2025-01-28,True,New
f1efa0ef-7d57-46c1-83a3-e5cf309ca3ca,David,Davis,(378)817-1256x2003,Healthcare,Weekends,Port Abigail,0,2025-01-20,False,Interview
ae881553-aedc-45f3-abc1-7b62373357da,Theresa,Finley,001-357-288-4738x50531,Retail,Morning,Davilatown,1,2025-01-17,False,Hired
34d39279-c956-4f7e-847a-46a419ede09a,Maria,Cook,299-368-2378,Warehouse,Night,South Travis,4,2025-01-27,False,Interview
ad71c999-f9f6-4d16-9527-fdb6388966a5,Jennifer,Munoz,+1-462-411-6526x47004,Hospitality,Morning,West Justin,1,2025-01-06,True,Hired
c05b2622-f35e-4dda-8f12-73604b741fa9,Sarah,Thornton,+1-408-360-6542x4019,Healthcare,Night,Port Johnfort,4,2025-01-16,True,Contacted
c027d6b7-e744-4191-843b-f0bdb20a7226,Carrie,Everett,+1-469-501-2745x245,Hospitality,Weekends,Andersonberg,5,2025-01-02,False,Contacted
d3d03183-b381-478e-ab50-4bc5410fe939,Diane,Roman,920-865-4510x347,Healthcare,Weekends,Danielsville,4,2025-01-13,False,New
a0ed8e6c-e693-47c8-9171-40ea701b0beb,Monique,Taylor,6524005205,Restaurant,Morning,West Allenshire,3,2025-01-28,False,Interview
31f9c251-8a81-4502-a856-b30b25e60f82,Ruth,Evans,001-507-261-6142x33580,Restaurant,Evening,Hernandezfort,4,2025-01-23,True,Contacted
f049a7fa-93e2-4e89-a722-ab19d71c5e31,Anthony,Clark,(662)255-8921x68941,Hospitality,Flexible,Tylermouth,3,2025-01-24,False,New
1ccc0a8e-e036-49e5-befa-29d34874b6d5,Mary,Martin,812-789-9245x40938,Hospitality,Night,East Joseph,1,2025-01-16,False,Hired
45443252-b2a5-4b66-907b-ccc09d43700a,Andrew,Reyes,9956444844,Retail,Evening,Alvaradoport,4,2025-01-05,False,New
526ec356-e798-4687-a925-1d00e85d42ef,Katherine,Bishop,+1-804-584-9739,Warehouse,Weekends,Melanieton,3,2025-01-18,False,Interview
33dc5928-bbb4-460e-a65b-06a655c0a60a,Keith,White,001-881-914-6503,Warehouse,Evening,Hendersonstad,2,2025-01-06,False,Interview
14d1c333-3b44-48de-becf-57e822a16d52,Edward,Weiss,706.541.1769x6738,Restaurant,Flexible,Lake Jillstad,3,2025-01-01,False,Contacted
924e319c-81cd-4f97-a055-fac792e6e081,Mary,Bishop,001-353-844-4794x44001,Retail,Morning,North Ronald,5,2025-01-10,True,Contacted
976c12bd-a658-4665-bc5d-59cf58ed2873,Douglas,Herrera,7652686706,Healthcare,Evening,Shortton,5,2025-01-29,False,New
e3c838d2-52b4-496f-b273-aa788ccfec66,Lori,Huerta,(921)354-8657x554,Hospitality,Weekends,Lake Amyberg,1,2025-01-02,False,Hired
692db7cf-9e30-4bc4-aacb-ca11a62f4ffe,Leslie,Rios,+1-591-530-0178x6156,Retail,Weekends,Gibsonton,4,2025-01-11,True,Interview
59077375-8974-4e83-9093-019431feccab,Craig,Cole,001-427-552-8507x4846,Restaurant,Night,Port Jennifer,4,2025-01-17,True,Interview
915ed8be-5dc1-422c-9cb3-2fc9811420f6,Robert,Riley,001-834-619-4219,Hospitality,Weekends,Lake Maryville,4,2025-01-22,False,Interview
6a3bc555-5956-4860-9792-95a78c486723,Paul,Rhodes,001-367-549-1043x8459,Retail,Night,East Nathan,3,2025-01-22,False,New
3b115af2-f6c0-45b8-a7e9-38dba9f92aab,Karen,Banks,001-808-323-5514x13498,Healthcare,Flexible,Jacksonside,5,2025-01-11,True,New
d022bd31-8122-48ef-9afb-51e25d5c222c,Walter,Curtis,(904)651-4209x9115,Healthcare,Night,West Danielle,5,2025-01-12,False,Contacted
1a7ace38-3d0b-45f9-be9f-da60f430db5b,Richard,Hill,(472)820-5795x774,Warehouse,Morning,Cherylside,0,2025-01-21,True,Hired
3d8c4bbc-b844-4b33-bd00-9b6b37898fea,Kevin,George,967.285.6647x29054,Retail,Night,East Natalie,4,2025-01-26,True,Contacted
19ea8c13-6c46-44eb-91d5-fb82941468ff,Kelly,Dunlap,(356)901-9889,Retail,Evening,Lake Scottchester,4,2025-01-22,True,Hired
42a0ce5e-8a0c-4907-bb3b-20b6f82cbab4,Justin,Ramsey,(802)269-7837x7261,Hospitality,Flexible,Reidfurt,0,2025-01-19,False,Hired
0adc243a-bb49-420c-812e-4ab6a61f9bf6,Elizabeth,Willis,524-594-8859,Hospitality,Morning,Vincentville,0,2025-01-22,False,New
8dc94f41-2e67-4f92-8737-ae0b21408f09,Jonathan,Parker,(722)446-4912,Retail,Night,Samanthachester,3,2025-01-18,False,Contacted
e3fb7816-7ac4-469a-85a6-908d7fa3658b,Shelby,Ayala,+1-338-881-8090,Warehouse,Night,Wilsonport,5,2025-01-23,True,Contacted
a2418a96-bccf-42c9-9a17-9f5944fb7356,Clayton,Chapman,(266)235-8910x594,Healthcare,Evening,New Joseph,5,2025-01-01,False,Contacted
87ce4555-c061-4493-8426-d8b464ad689f,Brenda,Smith,+1-525-783-4305x595,Warehouse,Evening,Morganside,4,2025-01-15,True,Contacted
06c6965d-b1ac-4719-a470-571eba443d54,Scott,Lewis,(511)473-5115,Restaurant,Night,East Thomas,5,2025-01-23,True,Interview
7ec72f5b-87fe-498c-8131-6cd51398bcd1,Denise,Shields,552-830-7793x2111,Retail,Weekends,Carolshire,4,2025-01-12,True,Interview
04f89300-2b7c-42bc-9ef9-8d39b9b5077c,Jennifer,Harris,001-843-688-0947x5448,Hospitality,Night,North Cynthia,0,2025-01-19,True,Contacted
8f98973c-3123-4670-ad39-807d30545b1b,Joshua,Weber,001-252-339-1865x4019,Retail,Flexible,North Gregory,1,2025-01-04,False,Hired
aab224a2-9317-407a-a128-5dfec5972daa,Manuel,Franklin,569.772.2029x947,Retail,Weekends,East Tracy,5,2025-01-08,False,Interview
b239005c-11b1-435f-8356-0f57199d2487,Benjamin,Sutton,001-220-587-2438x67957,Warehouse,Night,Colleenburgh,0,2025-01-21,False,Interview
4f57ca7b-2730-464a-b847-350652aa9865,Janet,Mueller,314.442.8640,Retail,Morning,Cherylland,3,2025-01-11,True,Hired
da667c43-e380-40da-ae0f-7a9f6b9207e9,Tracie,Hunt,466.585.6366,Hospitality,Morning,Lake Allisonchester,3,2025-01-07,True,Contacted
231e0e48-5c17-496a-898d-7adbc4f6ec49,Evan,Parker,247.432.7576x012,Hospitality,Evening,North Janet,4,2025-01-13,False,New
e9ed92fc-404b-4eb6-ac2a-854d021db10b,Jeffery,Brown,001-238-529-5193x81647,Hospitality,Evening,Rodneyville,4,2025-01-27,False,Hired
a0c14f73-c725-47b7-ace7-ef06681dfe2d,Sherry,Snyder,8919233668,Retail,Evening,Port William,4,2025-01-15,True,Hired
8e5cda17-17d2-4f83-93cf-73845b003965,Christine,Ramirez,578-627-1337x34300,Retail,Flexible,Reidside,3,2025-01-22,True,Interview
8d3ce515-8180-4966-a2f9-23872516bf0d,Theresa,Rogers,001-750-222-6486x32478,Retail,Flexible,Lynnhaven,2,2025-01-21,False,Contacted
55d01361-2a3b-499b-bf6e-8f992a340b73,April,Williams,+1-747-609-6812x690,Warehouse,Weekends,Ashleytown,0,2025-01-18,False,Interview
32ed4d1c-5910-4f83-a643-086b3957e579,Kyle,Thomas,507-982-8822x3812,Hospitality,Evening,Stevenburgh,1,2025-01-17,False,New
